Session,Yearspan,SessionStartYear,Name,Party,Gendercheck,Gender,Chamber,District,Home County
General Assembly 41 (1925–1927),(1925–1927),1925,A. D. Latimer,Republican,0,M,House,10,Fremont
General Assembly 41 (1925–1927),(1925–1927),1925,Arthur G. Leonard,Republican,0,M,House,8,Taylor
General Assembly 41 (1925–1927),(1925–1927),1925,Ellet Lepley,Democrat,0,M,House,65,Grundy
General Assembly 41 (1925–1927),(1925–1927),1925,Elmer M. Lichty,Republican,0,M,House,66,Black Hawk
General Assembly 41 (1925–1927),(1925–1927),1925,Ernst Liebernecht,Republican,0,M,House,22,Louisa
General Assembly 41 (1925–1927),(1925–1927),1925,William L. Long,Republican,0,M,House,19,Jefferson
General Assembly 41 (1925–1927),(1925–1927),1925,Fred C. Lovrien,Republican,0,M,House,76,Humboldt
General Assembly 41 (1925–1927),(1925–1927),1925,Theodore Martin,Republican,0,M,House,46,Jackson
General Assembly 41 (1925–1927),(1925–1927),1925,Howard A. Mathews,Republican,0,M,House,21,Des Moines
General Assembly 41 (1925–1927),(1925–1927),1925,Glenmore E. Maxfield,Republican,0,M,House,51,Marshall
General Assembly 41 (1925–1927),(1925–1927),1925,Marion R. McCaulley,Republican,0,M,House,61,Calhoun
General Assembly 41 (1925–1927),(1925–1927),1925,James L. McIlrath,Republican,0,M,House,39,Poweshiek
General Assembly 41 (1925–1927),(1925–1927),1925,John G. Merritt,Republican,0,M,House,55,Carroll
General Assembly 41 (1925–1927),(1925–1927),1925,George E. Miller,Democrat,0,M,House,33,Shelby
General Assembly 41 (1925–1927),(1925–1927),1925,Thomas W. Napier,Republican,0,M,House,7,Ringgold
General Assembly 41 (1925–1927),(1925–1927),1925,Ole Natvig,Republican,0,M,House,92,Howard
General Assembly 41 (1925–1927),(1925–1927),1925,Aaron C. Noble,Republican,0,M,House,42,Muscatine
General Assembly 41 (1925–1927),(1925–1927),1925,Thomas J. O’Donnell,Democrat,0,M,House,69,Dubuque
General Assembly 41 (1925–1927),(1925–1927),1925,Charles Oldham,Republican,0,M,House,25,Mahaska
General Assembly 41 (1925–1927),(1925–1927),1925,Cyrus G. Oliver,Republican,0,M,House,57,Monona
General Assembly 41 (1925–1927),(1925–1927),1925,John Orr,Republican,0,M,House,24,Keokuk
General Assembly 41 (1925–1927),(1925–1927),1925,Henry B. Owens,Republican,0,M,House,32,Harrison
General Assembly 41 (1925–1927),(1925–1927),1925,George W. Patterson,Republican,0,M,House,85,Kossuth
General Assembly 41 (1925–1927),(1925–1927),1925,Thomas E. Powers,Republican,0,M,House,9,Page
General Assembly 41 (1925–1927),(1925–1927),1925,Ralph C. Prichard,Republican,0,M,House,58,Woodbury
General Assembly 41 (1925–1927),(1925–1927),1925,Lewis T. Quirk,Republican,0,M,House,60,Sac
General Assembly 41 (1925–1927),(1925–1927),1925,John M. Rankin,Republican,0,M,House,1,Lee
General Assembly 41 (1925–1927),(1925–1927),1925,Arna G. Rassler,Republican,0,M,House,77,Pocahontas
General Assembly 41 (1925–1927),(1925–1927),1925,Zacariah S. Ratliff,Republican,0,M,House,20,Henry
General Assembly 41 (1925–1927),(1925–1927),1925,Otto J. Reimers,Democrat,0,M,House,99,Lyon
General Assembly 41 (1925–1927),(1925–1927),1925,Charles Rhinehart,Republican,0,M,House,36,Dallas
General Assembly 41 (1925–1927),(1925–1927),1925,David F. Rice,Democrat,0,M,House,4,Appanoose
General Assembly 41 (1925–1927),(1925–1927),1925,James W. Roberts,Republican,0,M,House,29,Adair
General Assembly 41 (1925–1927),(1925–1927),1925,Heike A. Rust,Republican,0,M,House,74,Franklin
General Assembly 41 (1925–1927),(1925–1927),1925,John Ryder,Democrat,0,M,House,69,Dubuque
General Assembly 41 (1925–1927),(1925–1927),1925,William E. G. Saunders,Republican,0,M,House,84,Palo Alto
General Assembly 41 (1925–1927),(1925–1927),1925,Herman H. Schulte,Republican,0,M,House,94,Worth
General Assembly 41 (1925–1927),(1925–1927),1925,George W. Smith,Republican,0,M,House,82,O’Brien
General Assembly 41 (1925–1927),(1925–1927),1925,Ward B. Smith,Republican,0,M,House,89,Chickasaw
General Assembly 41 (1925–1927),(1925–1927),1925,William H. Stepanek,Republican,0,M,House,48,Linn
General Assembly 41 (1925–1927),(1925–1927),1925,Arthur Stookesberry,Democrat,0,M,House,3,Davis
General Assembly 41 (1925–1927),(1925–1927),1925,Werner Strippel,Republican,0,M,House,49,Benton
General Assembly 41 (1925–1927),(1925–1927),1925,Gustav E. Swanson,Republican,0,M,House,93,Mitchell
General Assembly 41 (1925–1927),(1925–1927),1925,Elbert B. Thomas,Republican,0,M,House,34,Audubon
General Assembly 41 (1925–1927),(1925–1927),1925,Martin H. Troup,Republican,0,M,House,52,Story
General Assembly 41 (1925–1927),(1925–1927),1925,John B. Truax,Republican,0,M,House,67,Buchanan
General Assembly 41 (1925–1927),(1925–1927),1925,Oscar Ulstad,Republican,0,M,House,75,Wright
General Assembly 41 (1925–1927),(1925–1927),1925,George L. Venard,Republican,0,M,House,81,Sioux
General Assembly 41 (1925–1927),(1925–1927),1925,Earl W. Vincent,Republican,0,M,House,35,Guthrie
General Assembly 41 (1925–1927),(1925–1927),1925,Joseph Wagner,Republican,0,M,House,43,Scott
General Assembly 41 (1925–1927),(1925–1927),1925,Warren Walrod,Republican,0,M,House,45,Clinton
General Assembly 41 (1925–1927),(1925–1927),1925,Delmar E. Williams,Republican,0,M,House,5,Wayne
General Assembly 41 (1925–1927),(1925–1927),1925,Willis W. Wilson,Republican,0,M,House,50,Tama
General Assembly 41 (1925–1927),(1925–1927),1925,Thomas L. Wolfe,Republican,0,M,House,48,Linn
General Assembly 41 (1925–1927),(1925–1927),1925,Ray A. Yenter,Republican,0,M,House,41,Johnson
General Assembly 42 (1927–1929),(1927–1929),1927,John H. Aiken,Republican,0,M,House,59,Ida
General Assembly 42 (1927–1929),(1927–1929),1927,Louis L. Akin,Republican,0,M,House,55,Carroll
General Assembly 42 (1927–1929),(1927–1929),1927,Byron G. Allen,Republican,0,M,House,77,Pocahontas
General Assembly 42 (1927–1929),(1927–1929),1927,Carl C. Anderson,Republican,0,M,House,12,Montgomery
General Assembly 42 (1927–1929),(1927–1929),1927,J. Park Bair,Republican,0,M,House,78,Buena Vista
General Assembly 42 (1927–1929),(1927–1929),1927,Solon A. Barnes,Republican,0,M,House,75,Wright
General Assembly 42 (1927–1929),(1927–1929),1927,John C. Bauer,Republican,0,M,House,23,Washington
General Assembly 42 (1927–1929),(1927–1929),1927,Henry S. Berry,Republican,0,M,House,17,Monroe
General Assembly 42 (1927–1929),(1927–1929),1927,John M. Bixler,Republican,0,M,House,13,Adams
General Assembly 42 (1927–1929),(1927–1929),1927,Aaron V. Blackford,Republican,0,M,House,2,Van Buren
General Assembly 42 (1927–1929),(1927–1929),1927,Frederick R. Blythe,Republican,0,M,House,40,Iowa
General Assembly 42 (1927–1929),(1927–1929),1927,Richard M. Buchmiller,Republican,0,M,House,54,Greene
General Assembly 42 (1927–1929),(1927–1929),1927,Charles C. R. Bush,Democrat,0,M,House,79,Cherokee
General Assembly 42 (1927–1929),(1927–1929),1927,Luther V. Carter,Republican,0,M,House,64,Hardin
General Assembly 42 (1927–1929),(1927–1929),1927,Clyde B. Charlton,Republican,0,M,House,37,Polk
General Assembly 42 (1927–1929),(1927–1929),1927,George W. Christophel,Republican,0,M,House,72,Bremer
General Assembly 42 (1927–1929),(1927–1929),1927,Chester G. Cole,Republican,0,M,House,68,Delaware
General Assembly 42 (1927–1929),(1927–1929),1927,E. J. Cole,Democrat,0,M,House,32,Harrison
General Assembly 42 (1927–1929),(1927–1929),1927,Harry F. Copeland,Democrat,0,M,House,36,Dallas
General Assembly 42 (1927–1929),(1927–1929),1927,Coy Craig,Republican,0,M,House,27,Warren
General Assembly 42 (1927–1929),(1927–1929),1927,Reuben B. Crone,Republican,0,M,House,96,Emmet
General Assembly 42 (1927–1929),(1927–1929),1927,William H. Crozier,Republican,0,M,House,25,Mahaska
General Assembly 42 (1927–1929),(1927–1929),1927,Raymond B. Eckles,Republican,0,M,House,73,Butler
General Assembly 42 (1927–1929),(1927–1929),1927,John Eden,Republican,0,M,House,45,Clinton
General Assembly 42 (1927–1929),(1927–1929),1927,George W. Edge,Republican,0,M,House,38,Jasper
General Assembly 42 (1927–1929),(1927–1929),1927,Elmore A. Elliott,Republican,0,M,House,37,Polk
General Assembly 42 (1927–1929),(1927–1929),1927,James D. Fleming,Republican,0,M,House,56,Crawford
General Assembly 42 (1927–1929),(1927–1929),1927,Linus B. Forsling,Republican,0,M,House,58,Woodbury
General Assembly 42 (1927–1929),(1927–1929),1927,William T. Gilmore,Republican,0,M,House,44,Cedar
General Assembly 42 (1927–1929),(1927–1929),1927,Harry M. Greene,Republican,0,M,House,31,Pottawattamie
General Assembly 42 (1927–1929),(1927–1929),1927,Edmund A. Grimwood,Republican,0,M,House,47,Jones
General Assembly 42 (1927–1929),(1927–1929),1927,David M. Griswold,Republican,0,M,House,28,Madison
General Assembly 42 (1927–1929),(1927–1929),1927,John H. Hager,Republican,0,M,House,90,Allamakee
General Assembly 42 (1927–1929),(1927–1929),1927,Eric L. Hagglund,Republican,0,M,House,9,Page
General Assembly 42 (1927–1929),(1927–1929),1927,John F. Hale,Republican,0,M,House,92,Howard
General Assembly 42 (1927–1929),(1927–1929),1927,Marion R. Hammer Jr.,Democrat,0,M,House,38,Jasper
General Assembly 42 (1927–1929),(1927–1929),1927,Roy Haney,Republican,0,M,House,11,Mills
General Assembly 42 (1927–1929),(1927–1929),1927,John T. Hansen,Republican,0,M,House,43,Scott
General Assembly 42 (1927–1929),(1927–1929),1927,Henry N. Hanson,Republican,0,M,House,95,Winnebago
General Assembly 42 (1927–1929),(1927–1929),1927,F. M. Harrison,Republican,0,M,House,15,Clarke
General Assembly 42 (1927–1929),(1927–1929),1927,Henry C. Hattendorf,Republican,0,M,House,98,Osceola
General Assembly 42 (1927–1929),(1927–1929),1927,James N. Hayes,Democrat,0,M,House,69,Dubuque
General Assembly 42 (1927–1929),(1927–1929),1927,J. M. Heald,Republican,0,M,House,89,Chickasaw
General Assembly 42 (1927–1929),(1927–1929),1927,George E. Held,Republican,0,M,House,80,Plymouth
General Assembly 42 (1927–1929),(1927–1929),1927,Edward O. Helgason,Republican,0,M,House,96,Emmet
General Assembly 42 (1927–1929),(1927–1929),1927,John G. Hempel,Republican,0,M,House,70,Clayton
General Assembly 42 (1927–1929),(1927–1929),1927,Lafe Hill,Republican,0,M,House,88,Floyd
General Assembly 42 (1927–1929),(1927–1929),1927,Fred A. Hines,Republican,0,M,House,8,Taylor
General Assembly 42 (1927–1929),(1927–1929),1927,Frank Hollingsworth,Republican,0,M,House,53,Boone
General Assembly 42 (1927–1929),(1927–1929),1927,Charles A. Hollis,Republican,0,M,House,66,Black Hawk
General Assembly 42 (1927–1929),(1927–1929),1927,George M. Hopkins,Republican,0,M,House,35,Guthrie
General Assembly 42 (1927–1929),(1927–1929),1927,Wilber F. Hubbard,Republican,0,M,House,31,Pottawattamie
General Assembly 42 (1927–1929),(1927–1929),1927,Charles W. Huff,Republican,0,M,House,30,Cass
General Assembly 42 (1927–1929),(1927–1929),1927,Ralph R. Hunt,Republican,0,M,House,22,Louisa
General Assembly 42 (1927–1929),(1927–1929),1927,Frank D. Ickis,Republican,0,M,House,14,Union
General Assembly 42 (1927–1929),(1927–1929),1927,Andrew T. Istad,Republican,0,M,House,91,Winneshiek
General Assembly 42 (1927–1929),(1927–1929),1927,Francis Johnson,Republican,0,M,House,97,Dickinson
General Assembly 42 (1927–1929),(1927–1929),1927,Joseph H. Johnson,Republican,0,M,House,26,Marion
General Assembly 42 (1927–1929),(1927–1929),1927,Raymond Johnson,Republican,0,M,House,24,Keokuk
General Assembly 42 (1927–1929),(1927–1929),1927,John P. Kennedy,Republican,0,M,House,1,Lee
General Assembly 42 (1927–1929),(1927–1929),1927,William S. Kennedy,Republican,0,M,House,1,Lee
General Assembly 42 (1927–1929),(1927–1929),1927,John W. Kent,Republican,0,M,House,16,Lucas
General Assembly 42 (1927–1929),(1927–1929),1927,James A. King,Republican,0,M,House,83,Clay
General Assembly 42 (1927–1929),(1927–1929),1927,John F. Kline,Democrat,0,M,House,3,Davis
General Assembly 42 (1927–1929),(1927–1929),1927,Irving H. Knudson,Republican,0,M,House,63,Hamilton
General Assembly 42 (1927–1929),(1927–1929),1927,Clarence A. Knutson,Republican,0,M,House,87,Cerro Gordo
General Assembly 42 (1927–1929),(1927–1929),1927,Theodore Krouse,Democrat,0,M,House,5,Wayne
General Assembly 42 (1927–1929),(1927–1929),1927,Edward P. Laughlin,Democrat,0,M,House,10,Fremont
General Assembly 42 (1927–1929),(1927–1929),1927,Elmer M. Lichty,Republican,0,M,House,66,Black Hawk
General Assembly 42 (1927–1929),(1927–1929),1927,Fred C. Lovrien,Republican,0,M,House,76,Humboldt
General Assembly 42 (1927–1929),(1927–1929),1927,Theodore Martin,Republican,0,M,House,46,Jackson
General Assembly 42 (1927–1929),(1927–1929),1927,Howard A. Mathews,Republican,0,M,House,21,Des Moines
General Assembly 42 (1927–1929),(1927–1929),1927,Glenmore E. Maxfield,Republican,0,M,House,51,Marshall
General Assembly 42 (1927–1929),(1927–1929),1927,Marion R. McCaulley,Republican,0,M,House,61,Calhoun
General Assembly 42 (1927–1929),(1927–1929),1927,Azel McIlrath,Republican,0,M,House,39,Poweshiek
General Assembly 42 (1927–1929),(1927–1929),1927,John E. McIntosh,Republican,0,M,House,42,Muscatine
General Assembly 42 (1927–1929),(1927–1929),1927,John E. McMillan,Republican,0,M,House,49,Benton
General Assembly 42 (1927–1929),(1927–1929),1927,David H. Miller,Republican,0,M,House,36,Dallas
General Assembly 42 (1927–1929),(1927–1929),1927,George E. Miller,Democrat,0,M,House,33,Shelby
General Assembly 42 (1927–1929),(1927–1929),1927,Lee Nagle,Republican,0,M,House,41,Johnson
General Assembly 42 (1927–1929),(1927–1929),1927,Christian H. Nelson,Republican,0,M,House,86,Hancock
General Assembly 42 (1927–1929),(1927–1929),1927,Thomas J. O’Donnell,Democrat,0,M,House,69,Dubuque
General Assembly 42 (1927–1929),(1927–1929),1927,Cyrus G. Oliver,Republican,0,M,House,57,Monona
General Assembly 42 (1927–1929),(1927–1929),1927,Ontje A. Ontjes,Republican,0,M,House,65,Grundy
General Assembly 42 (1927–1929),(1927–1929),1927,George W. Patterson,Republican,0,M,House,85,Kossuth
General Assembly 42 (1927–1929),(1927–1929),1927,Hugh C. Pattison,Republican,0,M,House,19,Jefferson
General Assembly 42 (1927–1929),(1927–1929),1927,Ralph C. Prichard,Republican,0,M,House,58,Woodbury
General Assembly 42 (1927–1929),(1927–1929),1927,Lewis T. Quirk,Republican,0,M,House,60,Sac
General Assembly 42 (1927–1929),(1927–1929),1927,Zacariah S. Ratliff,Republican,0,M,House,20,Henry
General Assembly 42 (1927–1929),(1927–1929),1927,Otto J. Reimers,Democrat,0,M,House,99,Lyon
General Assembly 42 (1927–1929),(1927–1929),1927,David F. Rice,Democrat,0,M,House,4,Appanoose
General Assembly 42 (1927–1929),(1927–1929),1927,James W. Roberts,Republican,0,M,House,29,Adair
General Assembly 42 (1927–1929),(1927–1929),1927,Heike A. Rust,Republican,0,M,House,74,Franklin
General Assembly 42 (1927–1929),(1927–1929),1927,Reyburn L. Rutledge,Republican,0,M,House,62,Webster
General Assembly 42 (1927–1929),(1927–1929),1927,John Ryder,Democrat,0,M,House,69,Dubuque
General Assembly 42 (1927–1929),(1927–1929),1927,William E. G. Saunders,Republican,0,M,House,84,Palo Alto
General Assembly 42 (1927–1929),(1927–1929),1927,Leonard Simmer,Republican,0,M,House,18,Wapello
General Assembly 42 (1927–1929),(1927–1929),1927,George W. Smith,Republican,0,M,House,82,O’Brien
General Assembly 42 (1927–1929),(1927–1929),1927,Michael F. Springer,Democrat,0,M,House,6,Decatur
General Assembly 42 (1927–1929),(1927–1929),1927,William H. Stepanek,Republican,0,M,House,48,Linn
General Assembly 42 (1927–1929),(1927–1929),1927,Elbert B. Thomas,Republican,0,M,House,34,Audubon
General Assembly 42 (1927–1929),(1927–1929),1927,Thore Thompson,Republican,0,M,House,71,Fayette
General Assembly 42 (1927–1929),(1927–1929),1927,Samuel R. Torgeson,Republican,0,M,House,94,Worth
General Assembly 42 (1927–1929),(1927–1929),1927,Martin H. Troup,Republican,0,M,House,52,Story
General Assembly 42 (1927–1929),(1927–1929),1927,John B. Truax,Republican,0,M,House,67,Buchanan
General Assembly 42 (1927–1929),(1927–1929),1927,Dora A. Vaughn,Republican,0,M,House,7,Ringgold
General Assembly 42 (1927–1929),(1927–1929),1927,George L. Venard,Republican,0,M,House,81,Sioux
General Assembly 42 (1927–1929),(1927–1929),1927,Joseph Wagner,Republican,0,M,House,43,Scott
General Assembly 42 (1927–1929),(1927–1929),1927,Warren Walrod,Republican,0,M,House,45,Clinton
General Assembly 42 (1927–1929),(1927–1929),1927,Brede Wamstad,Republican,0,M,House,93,Mitchell
General Assembly 42 (1927–1929),(1927–1929),1927,Samuel D. Whiting,Democrat,0,M,House,41,Johnson
General Assembly 42 (1927–1929),(1927–1929),1927,Willis W. Wilson,Republican,0,M,House,50,Tama
General Assembly 42 (1927–1929),(1927–1929),1927,Thomas L. Wolfe,Republican,0,M,House,48,Linn
General Assembly 43 (1929–1931),(1929–1931),1929,John H. Aiken,Republican,0,M,House,59,Ida
General Assembly 43 (1929–1931),(1929–1931),1929,Otto Albert,Republican,0,M,House,65,Grundy
General Assembly 43 (1929–1931),(1929–1931),1929,Byron G. Allen,Republican,0,M,House,77,Pocahontas
General Assembly 43 (1929–1931),(1929–1931),1929,J. Park Bair,Republican,0,M,House,78,Buena Vista
General Assembly 43 (1929–1931),(1929–1931),1929,Charles E. Baker,Republican,0,M,House,38,Jasper
General Assembly 43 (1929–1931),(1929–1931),1929,Howard Ballew,Republican,0,M,House,4,Appanoose
General Assembly 43 (1929–1931),(1929–1931),1929,Solon A. Barnes,Republican,0,M,House,75,Wright
